,id,sentence_text,cluster
1000,sc.13_37_16_24_6,{ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أي أَشرَكوا، اجمعوهم إلى الموقف للحساب والجزاء، {وَأَزْوَٰجَهُمْ}، أشباههم وأتباعهم وأمثالهم.,57
1001,sc.13_37_16_24_7,قال قتادة والكلبي: كل من عمل مثل عملهم، فأهل الخمر مع أهل الخمر، وأهل الزنا مع أهل الزنا.,58
1002,sc.13_37_16_24_8,وقال الضحاك ومقاتل: قرناءهم من الشياطين، كل كافر مع شيطانه في سلسلة.,39
1003,sc.13_37_16_24_9,وقال الحسن: وأزواجهم المشركات.,53
1004,sc.13_37_16_24_10,{وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللهِ}، في الدنيا، يعني: الأوثان والطواغيث.,43
1005,sc.13_37_16_24_11,وقال مقاتل: يعني إبليس وجنوده، واحتج بقوله: {أَن لاَّ تَعْبُدُواْ ٱلشَّيطَانَ} [يس: 60].,43
1006,sc.13_37_16_24_12,{فَٱهْدُوهُمْ إِلَىٰ صِرَٰطِ ٱلْجَحِيمِ}، قال ابن عباس: دلوهم إلى طريق النار.,31
1007,sc.13_37_16_24_13,وقال ابن كيسان: قدّموهم.,73
1008,sc.13_37_16_24_14,والعرب تسمى السابق هادياً.,73
1009,sc.13_37_16_24_15,{وَقِفُوهُمْ}، احبسوهم، يقال: وقفته وقفاً فوقف وقوفاً.,26
1010,sc.13_37_16_24_16,قال المفسرون: لما سيقوا إلى النار حُبِسُوا عند الصراط، لأن السؤال عند الصراط، فقيل: وقفوهم {إِنَّهُمْ مَّسْؤولُونَ}، قال ابن عباس: عن جميع أقوالهم وأفعالهم.,29
1011,sc.13_37_16_24_17,وروي عنه عن: لا إله إلا الله.,50
1012,sc.13_37_16_24_18,"وفي الخبر عن النبي صلى الله عليه وسلم قال: \"" لا تزول قدما ابن آدم يوم القيامة حتى يُسأَل عن أربعة أشياء: عن شبابه فيما أبلاه، وعن عمره فيما أفناه، وعن ماله من أين اكتسبه وفِيمَ أنفقه، وعن علمه ماذا عمل به \"".",70
1013,sc.6_37_11_23_0,{فَٱسْتَفْتِهِمْ} فاستخبرهم والضمير لمشركي مكة أو لبني آدم.,19
1014,sc.6_37_11_23_1,{أَهُمْ أَشَدُّ خَلْقاً أَم مَّنْ خَلَقْنَا} يعني ما ذكر من الملائكة والسماء والأرض وما بينهما والمشارق والكواكب والشهب الثواقب، و {مِنْ} لتغليب العقلاء ويدل عليه إطلاقه ومجيئه بعد ذلك، وقراءة من قرأ «أم من عددنا»، وقوله: {إِنَّا خَلَقْنَـٰهُم مّن طِينٍ لاَّزِبٍ} فإنه الفارق بينهم وبينها لا بينهم وبين من قبلهم كعاد وثمود، وإن المراد إثبات المعاد ورد استحالته والأمر فيه بالإِضافة إليهم وإلى من قبلهم سواء، وتقريره أن استحالة ذلك إما لعدم قابلية المادة ومادتهم الأصلية هي الطين اللازب الحاصل من ضم الجزء المائي إلى الجزء الأرضي وهما باقيان قابلان للانضمام بعد، وقد علموا أن الإِنسان الأول إنما تولد منه إما لاعترافهم بحدوث العالم أو بقصة آدم وشاهدوا تولد كثير من الحيوانات منه بلا توسط مواقعة، فلزمهم أن يجوزوا إعادتهم كذلك، وإما لعدم قدرة الفاعل ومن قدر على خلق هذه الأشياء قدر على ما لا يعتد به بالإِضافة إليها سيما ومن ذلك بدؤهم أولاً وقدرته ذاتية لا تتغير.,19
1015,sc.6_37_11_23_2,{بَلْ عَجِبْتَ} من قدرة الله تعالى وإنكارهم للبعث.,22
1016,sc.6_37_11_23_3,{وَيَسْخُرُونَ} من تعجبك وتقريرك للبعث، وقرأ حمزة والكسائي بضم التاء أي بلغ كمال قدرتي وكثرة خلائقي أن تعجبت منها، وهؤلاء لجهلهم يسخرون منها.,21
1017,sc.6_37_11_23_4,أو عجبت من أن ينكر البعث ممن هذه أفعاله وهم يسخرون ممن يجوزه.,21
1018,sc.6_37_11_23_5,والعجب من الله تعالى إما على الفرض والتخييل أو على معنى الاستعظام اللازم له فإنه روعة تعتري الإِنسان عند استعظامه الشيء، وقيل إنه مقدر بالقول أي: قال يا محمد بل عجبت.,22
1019,sc.6_37_11_23_6,{وَإِذَا ذُكّرُواْ لاَ يَذْكُرُونَ} وإذا وعظوا بشيء لا يتعظون به، أو إذا ذكر لهم ما يدل على صحة الحشر لا ينتفعون به لبلادتهم وقلة فكرهم.,17
1020,sc.6_37_11_23_7,{وَإِذَا رَأَوْاْ ءايَةً} معجزة تدل على صدق القائل به.,16
1021,sc.6_37_11_23_8,{يَسْتَسْخِرُونَ} يبالغون في السخرية ويقولون إنه سحر، أو يستدعي بعضهم من بعض أن يسخر منها.,-1
1022,sc.6_37_11_23_9,{وَقَالُواْ إِن هَـٰذَا} يعنون ما يرونه.,18
1023,sc.6_37_11_23_10,{إِلاَّ سِحْرٌ مُّبِينٌ} ظاهر سحريته.,15
1024,sc.6_37_11_23_11,{أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَـٰماً أَءِنَّا لَمَبْعُوثُونَ} أصله انبعث إذا متنا فبدلوا الفعلية بالاسمية وقدموا الظرف وكرروا الهمزة مبالغة في الإِنكار، وإشعاراً بأن البعث مستنكر في نفسه وفي هذه الحالة أشد استنكاراً، فهو أبلغ من قراءة ابن عامر بطرح الهمزة الأولى وقراءة نافع والكسائي ويعقوب بطرح الثانية.,47
1025,sc.6_37_11_23_12,{أَوَ ءَابَاؤُنَا ٱلأَوَّلُونَ} عطف على محل {إِن} واسمها، أو على الضمير في «مبعوثون» فإنه مفصول منه بهمزة الاستفهام لزيادة الاستبعاد لبعد زمانهم، وسكن نافع برواية قالون بن عامر والواو على معنى الترديد.,34
1026,sc.6_37_11_23_13,{قُلْ نَعَمْ وَأَنتُمْ دٰخِرُونَ} صاغرون، وإنما اكتفى به في الجواب لسبق ما يدل على جوازه وقيام المعجز على صدق المخبر عن وقوعه، وقرىء «قال» أي الله أو الرسول وقرأ الكسائي وحده «نِعْمَ» بالكسر وهو لغة فيه.,1
1027,sc.6_37_11_23_14,{فَإِنَّمَا هِيَ زَجْرَةٌ وٰحِدَةٌ} جواب شرط مقدر أي إذا كان ذلك فإنما البعثة {زَجْرَةٌ} أي صيحة واحدة، وهي النفخة الثانية من زجر الراعي غنمه إذا صاح عليها وأمرها في الإِعادة كأمر {كُنْ} في الإِبداء ولذلك رتب عليها.,44
1028,sc.6_37_11_23_15,{فَإِذَا هُمْ يَنظُرُونَ} فإذا هم قيام من مراقدهم أحياء يبصرون، أو ينتظرون ما يفعل بهم.,18
1029,sc.6_37_11_23_16,{وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدّينِ} اليوم الذي نجازى بأعمالنا وقد تم به كلامهم وقوله: {هَـٰذَا يَوْمُ ٱلْفَصْلِ ٱلَّذِى كُنتُمْ بِهِ تُكَذّبُونَ} جواب الملائكة، وقيل هو أيضاً من كلام بعضهم لبعض والفصل القضاء، أو الفرق بين المحسن والمسيء.,6
1030,sc.6_37_11_23_17,{ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أمر الله للملائكة، أو أمر بعضهم لبعض بحشر الظلمة من مقامهم إلى الموقف.,57
1031,sc.6_37_11_23_18,وقيل منه إلى الجحيم.,-1
1032,sc.6_37_11_23_19,{وَأَزْوٰجُهُمْ} وأشباههم عابد الصنم مع عبدة الصنم وعابد الكوكب مع عبدته كقوله تعالى: {وَكُنتُمْ أَزْوَاجاً ثَلَـٰثَةً} [الواقعة: 7] أو نساءهم اللاتي على دينهم أو قرناءهم من الشياطين.,52
1033,sc.6_37_11_23_20,{وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ} من الأصنام وغيرها زيادة في تحسيرهم وتخجيلهم، وهو عام مخصوص بقوله تعالى: {إِنَّ ٱلَّذِينَ سَبَقَتْ لَهُمْ مّنَّا ٱلْحُسْنَىٰ} الآية، وفيه دليل على أن {ٱلَّذِينَ ظَلَمُواْ} هم المشركون.,43
1034,sc.6_37_11_23_21,{فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} فعرفوهم طريقاً ليسلكوها.,31
1035,sc.17_37_1_28_0,{وَٱلصَّـٰفَّـٰتِ صَفَّا فَٱلزجِرٰتِ زَجْراً فَٱلتَّـٰلِيَـٰتِ ذِكْراً} أقسم سبحانه وتعالى بطوائف الملائكة، أو بنفوسهم الصافات أقدامها في الصلاة.,37
1036,sc.17_37_1_28_1,فالزاجرات الحساب سوقاً أو عن المعاصي بالإلهام، فالتاليات لكلام الله من الكتب المنزلة وغيرها وهو قول ابن عباس وابن مسعود ومجاهد؛ أو بنفوس العلماء العمال الصافات أقدامها في التهجد وسائر الصلوات، فالزاجرات بالمواعظ والنصائح، فالتاليات آيات الله والدارسات شرائعه.,37
1037,sc.17_37_1_28_2,أو بنفوس الغزاة في سبيل الله التي تصف الصفوف وتزجر الخيل للجهاد وتتلو الذكر مع ذلك.,-1
1038,sc.17_37_1_28_3,و {صَفَّا} مصدر مؤكد وكذلك {زَجْراً} والفاء تدل على ترتيب الصفات في التفاضل فتفيد الفضل للصف ثم للزجر ثم للتلاوة أو على العكس.,37
1039,sc.17_37_1_28_4,وجواب القسم {إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ} قيل: هو جواب قولهم {أَجَعَلَ ٱلآلِهَةَ إِلَـٰهاً وٰحِداً} [ص: 5] {رَبُّ ٱلسَّمَـٰوٰتِ وَٱلأَرْضِ} خبر بعد خبر أو خبر مبتدأ محذوف أي هو رب {وَمَا بَيْنَهُمَا وَرَبُّ ٱلْمَشَـٰرِقِ} أي مطالع الشمس وهي ثلثمائة وستون مشرقاً، وكذلك المغارب تشرق الشمس كل يوم في مشرق منها وتغرب في مغرب منها ولا تطلع ولا تغرب في واحد يومين.,40
1040,sc.17_37_1_28_5,وأما {رَبُّ ٱلْمَشْرِقَيْنِ وَرَبُّ ٱلْمَغْرِبَيْنِ} [الرحمن: 17] فإنه أراد مشرقي الصيف والشتاء ومغربيهما، وأما {رَّبُّ ٱلْمَشْرِقِ وَٱلْمَغْرِبِ} [المزمل: 9] فإنه أراد به الجهة فالمشرق جهه والمغرب جهة.,40
1041,sc.17_37_1_28_6,{إِنَّا زَيَّنَّا ٱلسَّمَآءض ٱلدُّنْيَا} القربى منكم تأنيث الأدنى {بِزِينَةٍ ٱلْكَوٰكِبِ} حفص وحمزة على البدل من {زينة} والمعنى إنا زينا السماء الدنيا بالكواكب، {بِزِينَةٍ ٱلْكَوٰكِبِ} أبو بكر على البدل من محل {بزينة} أو على إضمار أعني أو على إعمال المصدر منوناً في المفعول، {بِزِينَة ٱلْكَوٰكِبِ} غيرهم بإضافة المصدر إلى الفاعل أي بأن زانتها الكواكب وأصله بزينةٍ الكواكبُ أو على إضافته إلى المفعول أي بأن زان الله الكواكب وحسنها، لأنها إنما زينت السماء لحسنها في أنفسها وأصله {بِزِينَةٍ ٱلْكَوٰكِبَ} لقراءة أبي بكر {وَحِفْظاً} محمول على المعنى لأن المعنى إنا خلقنا الكواكب زينة للسماء وحفظاً من الشياطين كما قال {وَلَقَدْ زَيَّنَّا ٱلسَّمَاء ٱلدُّنْيَا بِمَصَـٰبِيحَ وَجَعَلْنَـٰهَا رُجُوماً لّلشَّيَـٰطِينِ} [الملك: 5] أو الفعل المعلل مقدر كأنه قيل: وحفظاً من كل شيطان قد زيناها بالكواكب، أو معناه حفظناها حفظاً {مِّن كُلِّ شَيْطَـٰنٍ مَّارِدٍ} خارج من الطاعة.,41
1042,sc.17_37_1_28_7,والضمير في {لاَ يَسَّمَّعُونَ} لكل شيطان لأنه في معنى الشياطين، {يَسَّمَّعون} كوفي غير أبي بكر، وأصله «يتسمعون» والتسمع تطلب السماع يقال: تسمع فسمع أو فلم يسمع.,74
1043,sc.17_37_1_28_8,وينبغي أن يكون كلاماً منقطعاً مبتدأ اقتصاصاً لما عليه حال المسترقة للسمع وأنهم لا يقدرون أن يسمعوا إلى كلام الملائكة أو يتسمعوا.,74
1044,sc.17_37_1_28_9,"وقيل: أصله لئلا يسمعوا فحذفت اللام كما حذفت في «جئتك أن تكرمني» فبقي أن لا يسمعوا فحذفت أن وأهدر عملها كما في قوله: 
                    ألا أيهذا الزاجري أحضر الوغى وفيه تعسف يجب صون القرآن عن مثله، فإن كل واحد من الحذفين غير مردود على انفراده ولكن اجتماعهما منكر.",74
1045,sc.17_37_1_28_10,والفرق بين «سمعت فلاناً» يتحدث و «سمعت إليه يتحدث» و «سمعت حديثه» و «إلى حديثه»، أن المعدى بنفسه يفيد الإدراك، والمعدى بـ «إلى» يفيد الإصغاء مع الإدراك {إِلَىٰ ٱلْمَلإِ ٱلأَعْلَىٰ} أي الملائكة لأنهم يسكنون السماوات، والإنس والجن هم الملأ الأسفل لأنهم سكان الأرض {وَيُقْذَفُونَ} يرمون بالشهب {مِن كُلِّ جَانِبٍ} من جميع جوانب السماء من أي جهة صعدوا للإستراق {دُحُوراً} مفعول له أي ويقذفون للدحور وهو الطرد، أو مدحورين على الحال، أو لأن القذف والطرد متقاربان في المعنى فكأنه قيل: يدحرون أو قذفاً {وَلَهُمْ عَذابٌ وَاصِبٌ} دائم من الوصوب أي أنهم في الدنيا مرجومون بالشهب وقد أعد لهم في الآخرة نوع من العذاب دائم غير منقطع.,-1
1046,sc.17_37_1_28_11,و «من» في {إِلاَّ مَنْ} في محل الرفع بدل من الواو في {لا يسمعون} أي لا يسمع الشياطين إلا الشيطان الذي {خَطِفَ ٱلْخَطْفَةَ} أي سلب السلبة يعني أخذ شيئاً من كلامهم بسرعة {فَأَتْبَعَهُ} لحقه {شِهَابٌ} أي نجم رجم {ثَاقِبٌ} مضيء.,42
1047,sc.17_37_1_28_12,{فَٱسْتَفْتِهِمْ} فاستخبر كفار مكة {أَهُمْ أَشَدُّ خَلْقاً} أي أقوى خلقاً من قولهم شديد الخلق وفي خلقه شدة، أو أصعب خلقاً وأشقه على معنى الرد لإنكارهم البعث، وأن من هان عليه خلق هذه الخلائق العظيمة ولم يصعب عليه اختراعها كان خلق البشر عليه أهون {أَم مَّنْ خَلَقْنَا} يريد ما ذكر من خلائقه من الملائكة والسماوات والأرض وما بينهما.,19
1048,sc.17_37_1_28_13,وجيء بـ «من» تغليباً للعقلاء على غيرهم ويدل عليه قراءة من قرأ «أم من» عددنا بالتشديد والتخفيف.,-1
1049,sc.17_37_1_28_14,{إِنَّا خَلَقْنَـٰهُم مِّن طِينٍ لاَّزِبٍ} لاصق أو لازم وقرىء به، وهذا شهادة عليهم بالضعف لأن ما يصنع من الطين غير موصوف بالصلابة والقوة، أو احتجاج عليهم بأن الطين اللازب الذي خلقوا منه تراب فمن أين استنكروا أن يخلقوا من تراب مثله حيث قالوا أئذا كنا تراباً؟,20
1050,sc.17_37_1_28_15,وهذا المعنى يعضده ما يتلوه من ذكر إنكارهم البعث {بَلْ عَجِبْتَ} من تكذيبهم إياك {وَيَسْخُرُونَ} هم منك ومن تعجبك، أو عجبت من إنكارهم البعث وهم يسخرون من أمر البعث، {بَلْ عَجِبْتَ} حمزة وعلي أي استعظمت، والعجب روعة تعتري الإنسان عند استعظام الشيء فجرد لمعنى الاستعظام في حقه تعالى لأنه لا يجوز عليه الروعة، أو معناه قل يا محمد بل عجبتُ {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} ودأبهم أنهم إذا وعظوا بشيء لا يتعظون به.,22
1051,sc.17_37_1_28_16,{وَإِذَا رَأَوْاْ ءَايَةً} معجزة كانشقاق القمر ونحوه {يَسْتَسْخِرُونَ} يستدعي بعضهم بعضاً أن يسخر منها أو يبالغون في السخرية.,16
1052,sc.17_37_1_28_17,{وَقَالُواْ إِن هَـٰذَا} ما هذا {إِلاَّ سِحْرٌ مُّبِينٌ} ظاهر {أَءِذَا} استفهام إنكار {مِتْنَا وَكُنَّا تُرَاباً وَعِظَـٰماً أَءِنَّا لَمَبْعُوثُونَ} أي أنبعث إذا كنا تراباً وعظاماً {أوَ آبَاؤُنَا} معطوف على محل «ان» واسمها، أو على الضمير في {مَّبْعُوثُونَ} والمعنى أيبعث أيضاً آباؤنا على زيادة الاستبعاد يعنون أنهم أقدم فبعثهم أبعد وأبطل.,47
1053,sc.17_37_1_28_18,{أَو آباؤنا} بسكون الواو: مدني و شامي أي أيبعث واحد منا على المبالغة في الإنكار {ٱلأَوَّلُونَ} الأقدمون {قُلْ نَعَمْ} تبعثون {نِعْم} علي وهما لغتان {وَأَنتُمْ دٰخِرُونَ} صاغرون {فَإِنَّمَا هِىَ} جواب شرط مقدر تقديره إذا كان كذلك فما هي إلا {زَجْرَةٌ وٰحِدَةٌ} و «هي» لا ترجع إلى شيء إنما هي مبهمة موضحها خبرها، ويجوز فإنما البعثة زجرة واحدة وهي النفخة الثانية.,-1
1054,sc.17_37_1_28_19,والزجرة الصيحة من قولك زجر الراعي الإبل أو الغنم إذا صاح عليها {فإذاهم} أحياء بصراء {هُمْ يَنَظُرُونَ} إلى سوء أعمالهم أو ينتظرون ما يحل بهم {وَقَالُواْ يٰوَيْلَنَا} الويل كلمة يقولها القائل وقت الهلكة {هَـٰذَا يَوْمُ ٱلدِّينِ} أي اليوم الذي ندان فيه أي نجازي بأعمالنا {هَـٰذَا يَوْمُ ٱلْفَصْلِ} يوم القضاء والفرق بين فرق الهدى والضلال {ٱلَّذِي كُنتُمْ بِهِ تُكَذِّبُونَ} ثم يحتمل أن يكون {هَـٰذَا يَوْمُ ٱلدّينِ} إلى قوله {ٱحْشُرُواْ} من كلام الكفرة بعضهم مع بعض، وأن يكون من كلام الملائكة لهم، وأن يكون {يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدّينِ} من كلام الكفرة و {هَـٰذَا يَوْمُ ٱلْفَصْلِ} من كلام الملائكة جواباً لهم.,-1
1055,sc.17_37_1_28_20,{ٱحْشُرُواْ} خطاب الله للملائكة {ٱلَّذِينَ ظَلَمُواْ} كفروا {وَأَزْوٰجَهُمْ} أي وأشباههم وقرناءهم من الشياطين أو نساءهم الكافرات، والواو بمعنى «مع» وقيل: للعطف.,57
1056,sc.17_37_1_28_21,وقرىء بالرفع عطفاً على الضمير في {ظَلَمُواْ} {وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ} أي الأصنام {فَٱهْدُوهُمْ} دلوهم، عن الأصمعي: هديته في الدين هدىً وفي الطريق هداية {إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} طريق النار {وَقِفُوهُمْ} احبسوهم {إِنَّهُمْ مَّسْئُولُونَ} عن أقوالهم وأفعالهم {مَا لَكُمْ لاَ تَنَـٰصَرُونَ} أي لا ينصر بعضكم بعضاً، وهذا توبيخ لهم بالعجز عن التناصر بعدما كانوا متناصرين في الدنيا.,-1
1057,sc.17_37_1_28_22,وقيل: هو جواب لأبي جهل حيث قال يوم بدر نحن جميع منتصر، وهو في موضع النصب على الحال أي ما لكم غير متناصرين {بَلْ هُمْ ٱلْيَوْمَ مُسْتَسْلِمُونَ} منقادون أو قد أسلم بعضهم بعضاً وخذله عن عجر وكلهم مستسلم غير منتصر.,4
1058,sc.17_37_1_28_23,{وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ} أي التابع على المتبوع {يَتَسَآءَلُونَ} يتخاصمون {قَالُواْ} أي الأتباع للمتبوعين {إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} عن القوة والقهر إذ اليمين موصوفة بالقوة وبها يقع البطش أي أنكم كنتم تحمولننا على الضلال وتقسروننا عليه.,-1
1059,sc.7_37_20_26_0,يخبر تعالى عن قيل الكفار يوم القيامة أنهم يرجعون على أنفسهم بالملامة، ويعترفون بأنهم كانوا ظالمين لأنفسهم في الدار الدنيا، فإذا عاينوا أهوال القيامة، ندموا كل الندم حيث لا ينفعهم الندم، {وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدِّينِ} فتقول الملائكة والمؤمنون {هَـٰذَا يَوْمُ ٱلْفَصْلِ ٱلَّذِى كُنتُمْ بِهِ تُكَذِّبُونَ} وهذا يقال لهم على وجه التقريع والتوبيخ، ويأمر الله تعالى الملائكة أن تميز الكفار من المؤمنين في الموقف في محشرهم ومنشرهم، ولهذا قال تعالى {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَٰجَهُمْ} قال النعمان بن بشير رضي الله عنه يعني بأزواجهم أشباههم وأمثالهم، وكذا قال ابن عباس وسعيد بن جبير وعكرمة ومجاهد والسدي وأبو صالح وأبو العالية وزيد بن أسلم، وقال سفيان الثوري عن سماك عن النعمان بن بشير عن عمر بن الخطاب رضي الله عنه {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَٰجَهُمْ} قال إخوانهم.,-1
1060,sc.7_37_20_26_1,وقال شريك عن سماك عن النعمان قال سمعت عمر يقول {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَٰجَهُمْ} قال أشباههم.,58
1061,sc.7_37_20_26_2,قال يجيء أصحاب الزنا مع أصحاب الزنا، وأصحاب الربا مع أصحاب الربا، وأصحاب الخمر مع أصحاب الخمر، وقال خصيف عن مقسم عن ابن عباس رضي الله عنهما أزواجهم نساءهم، وهذا غريب، والمعروف عنه الأول، كما رواه مجاهد وسعيد بن جبير عنه أزواجهم قرناءهم {وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ}، أي من الأصنام والأنداد، تحشر معهم في أماكنهم.,58
1062,sc.7_37_20_26_3,وقوله تعالى {فَٱهْدُوهُمْ إِلَىٰ صِرَٰطِ ٱلْجَحِيمِ} أي أرشدوهم إلى طريق جهنم، وهذا كقوله تعالى {وَنَحْشُرُهُمْ يَوْمَ ٱلْقِيَـٰمَةِ عَلَىٰ وُجُوهِهِمْ عُمْيًا وَبُكْمًا وَصُمًّا مَّأْوَاهُمْ جَهَنَّمُ كُلَّمَا خَبَتْ زِدْنَاهُمْ سَعِيرًا} الإسراء 97 وقوله تعالى {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} أي قفوهم حتى يسألوا عن أعمالهم وأقوالهم التي صدرت عنهم في الدار الدنيا.,27
1063,sc.7_37_20_26_4,كما قال الضحاك عن ابن عباس يعني احبسوهم إنهم محاسبون.,-1
1064,sc.7_37_20_26_5,"وقال ابن أبي حاتم حدثنا أبي، حدثنا النفيلي، حدثنا المعتمر بن سليمان قال سمعت ليثاً يحدث عن بشر عن أنس بن مالك رضي الله عنه قال قال رسول الله صلى الله عليه وسلم \"" أيما داع دعا إلى شيء، كان موقوفاً معه إلى يوم القيامة، لا يغادره، ولا يفارقه، وإن دعا رجل رجلاً \"" ثم قرأ {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} ورواه الترمذي من حديث ليث بن أبي سليم، ورواه ابن جرير عن يعقوب بن إبراهيم عن معتمر عن ليث عن رجل عن أنس رضي الله عنه مرفوعاً.",70
1065,sc.7_37_20_26_6,وقال عبد الله بن المبارك سمعت عثمان بن زائدة يقول إن أول ما يسأل عنه الرجل جلساؤه، ثم يقال لهم على سبيل التقريع والتوبيخ {مَا لَكُمْ لاَ تَنَـٰصَرُونَ} أي كما زعمتم أنكم جمع منتصر، {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} أي منقادون لأمر الله، لا يخالفونه، ولا يحيدون عنه، والله أعلم.,-1
1066,sc.14_37_19_26_0,هذا استئناف إخبار جره ما قبله، فأخبر تعالى أن بعثهم من قبورهم إنما هو {زجرة واحدة}، وهي نفخة البعث في الصور، وقوله {ينظرون}، يحتمل أن يريد بالأبصار أي ينظرون ما هم فيه وصدق ما كانوا يكذبون به، ويحتمل أن يكون بمعنى ينتظرون، أي ما يفعل بهم ويؤمرون به، ثم أخبر عنهم أنهم في تلك الحال يقولون {يا ويلنا} ينادون الويل بمعنى هذا وقت حضورك وأوان حلولك، وروى أبو حاتم الوقف ها هنا وجعل قوله {هذا يوم الدين} من قول الله تعالى لهم أو الملائكة، ورأى غيره أن قوله تعالى: {هذا يوم الدين} هو من قول الكفرة الذين قالوا {يا ويلنا}، و {الدين} الجزاء والمقارضة كما يقولون كما تدين تدان، وأجمعوا أن قوله {هذا يوم الفصل} إلى آخر الآية ليس من قول الكفرة وإنما المعنى يقال لهم، وقوله تعالى: {وأزواجهم} معناه وأنواعهم وضرباؤهم، قاله عمر بن الخطاب رضي الله عنه وابن عباس وقتادة ومنه قوله تعالى: {وكنتم أزواجاً ثلاثة} [الواقعة: 7]، وقوله تعالى: {وإذا النفوس زوجت} [التكوير: 7] أي نوعت، وروي أنه يضم عند هذا الأمر كل شكل وصاحبه من الكفرة إلى شكله وصاحبه ومعهم {ما كانوا يعبدون من دون الله} من آدمي رضي بذلك ومن صنم ووثن توبيخاً لهم وإظهاراً لسوء حالهم، وقال الحسن: المعنى وأزواجهم المشركات من النساء وروي ذلك عن ابن عباس ورجحه الرماني، وقوله تعالى {فاهدوهم}.,33
1067,sc.14_37_19_26_1,"معناه قوموهم واجعلوهم على طريق الجحيم، و {الجحيم} طبقة من طبقات جهنم يقال إنها الرابعة، ثم يأمر تعالى بوقفهم، و \"" وقف \"" يتعدى بنفسه تقول وقفت ووقفت زيداً، وأمره بذلك على جهة التوبيخ لهم والسؤال واختلف الناس في الشيء الذي يسألون عنه فروي عن عبد الله بن مسعود أنه قال: يسألون هل يحبون شرب الماء البارد، وهذا على طريق الهزء بهم، وقال ابن عباس: يُسألون عن لا إله إلا الله، وقال جمهور المفسرين: يُسألون عن أعمالهم ويوقفون على قبحها.",-1
1068,sc.14_37_19_26_2,"قال القاضي أبو محمد: وهذا قول متجه عام في الهزء وغيره وروى أنس بن مالك عن النبي عليه السلام أنه قال \"" أيما رجل دعا رجلاً إلى شيء كان لازماً له \""، وقرأ {وقفوهم إنهم مسؤولون}، وروى ابن مسعود، عن النبي صلى الله عليه وسلم أنه قال \"" لا تزول قدماً عبد من بين يدي الله تعالى حتى يسأله عن خمس، عن شبابه فيما أبلاه، وعن عمره فيما أفناه، وعن ماله فيما أنفقه، وكيف كسبه، وعما عمل فيما علم \""، ويحتمل عندي أن يكون المعنى على نحو ما فسره بقوله {ما لكم لا تناصرون} أي أنكم مسؤولون عن امتناعهم عن التناصر، وهذا على جهة التوبيخ في هذا الفصل خاصة أعني الامتناع من التناصر، وقرأ \"" تناصرون \"" بتاء واحدة خفيفة، شيبة ونافع، وقرأ خلق \"" لا تتناصرون \""، وكذلك في حرف عبد الله، وقرأ أبو جعفر بن القعقاع \"" لا تناصرون \"" بإدغام التاء من قراءة عبد الله بن مسعود وقال الثعلبي قوله: {ما لكم لا تناصرون} جواب أبي جهل حين قال في بدر نحن جميع منتصر، ثم أخبر تعالى عن أنهم في ذلك اليوم في حالة الاستسلام والإلقاء باليد.",70
